Case_ID,Work_Order_ID,Account_ID,Site_Name,Case_Type,Priority,Status,Engineer_Assigned,Open_Date,Close_Date,Resolution_Time_Hours,SLA_Status,Curtailed_kWh,Revenue_Leakage_EUR,Resolution_Code,County
CASE-00846,WO-00846,ACC-007,South Dublin Wind Site,Turbine Fault,High,In Progress,Niamh Walsh,2024-11-06 00:00:00,,,Breached,0.0,0.0,,Meath
CASE-00847,WO-00847,ACC-009,Wicklow Solar Park,Turbine Fault,Low,Closed,Seán O'Brien,2025-06-30 00:00:00,2025-07-01 09:03:57,33.07,Within SLA,0.0,0.0,Firmware Updated,Meath
CASE-00848,WO-00848,ACC-003,Meath Wind Farm,Panel Soiling,High,Closed,Sinéad Byrne,2024-04-05 00:00:00,2024-04-05 07:34:43,7.58,Within SLA,575.79,48.94,Panel Cleaned,Kildare
CASE-00849,WO-00849,ACC-006,Fingal Wind Farm,Inverter Failure,Medium,Closed,Sinéad Byrne,2025-05-29 00:00:00,2025-05-31 09:12:08,57.2,Breached,474.36,40.32,Sensor Replaced,Wicklow
CASE-00850,WO-00850,ACC-008,South Dublin Wind Site,Grid Curtailment Complaint,Critical,In Progress,Seán O'Brien,2024-06-21 00:00:00,,,Breached,0.0,0.0,,South
CASE-00851,WO-00851,ACC-006,South Dublin Wind Site,Maintenance Request,Medium,Closed,Niamh Walsh,2024-06-06 00:00:00,2024-06-08 01:35:43,49.6,Breached,0.0,0.0,Sensor Replaced,Meath
CASE-00852,WO-00852,ACC-018,South Dublin Wind Site,Turbine Fault,Medium,Closed,Declan Ryan,2024-06-24 00:00:00,2024-06-26 09:42:51,57.71,Breached,0.0,0.0,Panel Cleaned,Wicklow
CASE-00853,WO-00853,ACC-003,Meath Wind Farm,Turbine Fault,Medium,Escalated,Seán O'Brien,2024-12-11 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00854,WO-00854,ACC-006,Meath Wind Farm,Inverter Failure,Medium,Open,Niamh Walsh,2024-02-12 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00855,WO-00855,ACC-001,South Dublin Wind Site,Inverter Failure,High,In Progress,Sinéad Byrne,2024-01-30 00:00:00,,,Breached,0.0,0.0,,Fingal
CASE-00856,WO-00856,ACC-014,Wicklow Solar Park,Safety Inspection,Medium,Closed,Sinéad Byrne,2024-03-24 00:00:00,2024-03-26 05:27:31,53.46,Breached,391.39,33.27,,Meath
CASE-00857,WO-00857,ACC-015,South Dublin Wind Site,Meter Reading Issue,Medium,Closed,Declan Ryan,2024-02-16 00:00:00,2024-02-18 02:08:03,50.13,Breached,0.0,0.0,Panel Cleaned,Meath
CASE-00858,WO-00858,ACC-020,South Dublin Wind Site,Panel Soiling,Low,In Progress,Seán O'Brien,2024-09-28 00:00:00,,,Breached,0.0,0.0,,Fingal
CASE-00859,WO-00859,ACC-016,South Dublin Wind Site,Grid Curtailment Complaint,Critical,Closed,Niamh Walsh,2024-08-03 00:00:00,2024-08-03 06:15:32,6.26,Breached,0.0,0.0,Sensor Replaced,Meath
CASE-00860,WO-00860,ACC-010,Wicklow Solar Park,Inverter Failure,High,Closed,Sinéad Byrne,2025-03-02 00:00:00,2025-03-02 14:37:03,14.62,Breached,50.39,4.28,Scheduled Maintenance Done,Meath
CASE-00861,WO-00861,ACC-002,Meath Wind Farm,Turbine Fault,Low,Closed,Declan Ryan,2024-02-01 00:00:00,2024-02-08 06:37:23,174.62,Breached,0.0,0.0,Scheduled Maintenance Done,Fingal
CASE-00862,WO-00862,ACC-008,Kildare Solar Park,Maintenance Request,Medium,Closed,Declan Ryan,2025-05-24 00:00:00,2025-05-25 12:56:07,36.94,Breached,432.44,36.76,Pending Investigation,Kildare
CASE-00863,WO-00863,ACC-010,Wicklow Solar Park,Safety Inspection,Medium,Closed,Declan Ryan,2024-10-23 00:00:00,2024-10-24 23:51:15,47.85,Breached,0.0,0.0,,Wicklow
CASE-00864,WO-00864,ACC-010,South Dublin Wind Site,Turbine Fault,Low,In Progress,Declan Ryan,2024-11-05 00:00:00,,,Breached,0.0,0.0,,South
CASE-00865,WO-00865,ACC-015,Wicklow Solar Park,Meter Reading Issue,High,Closed,Aoife Kelly,2025-05-09 00:00:00,2025-05-09 15:43:53,15.73,Breached,0.0,0.0,Inverter Repaired,Wicklow
CASE-00866,WO-00866,ACC-003,Meath Wind Farm,Sensor Dropout,High,In Progress,Declan Ryan,2024-09-07 00:00:00,,,Breached,0.0,0.0,,Fingal
CASE-00867,WO-00867,ACC-008,Fingal Wind Farm,Maintenance Request,High,In Progress,Sinéad Byrne,2025-02-19 00:00:00,,,Breached,246.18,20.93,,South
CASE-00868,WO-00868,ACC-009,Fingal Wind Farm,Turbine Fault,Critical,Closed,Declan Ryan,2024-10-31 00:00:00,2024-10-31 09:39:32,9.66,Breached,0.0,0.0,,South
CASE-00869,WO-00869,ACC-019,Wicklow Solar Park,Safety Inspection,Medium,Closed,Sinéad Byrne,2025-04-09 00:00:00,2025-04-10 07:25:37,31.43,Breached,0.0,0.0,Inverter Repaired,Meath
CASE-00870,WO-00870,ACC-007,Wicklow Solar Park,Panel Soiling,Medium,Closed,Niamh Walsh,2024-03-15 00:00:00,2024-03-16 07:31:33,31.53,Breached,427.15,36.31,Grid Reconnected,Wicklow
CASE-00871,WO-00871,ACC-014,Wicklow Solar Park,Inverter Failure,Medium,Closed,Niamh Walsh,2024-03-02 00:00:00,2024-03-03 14:11:03,38.18,Breached,0.0,0.0,Scheduled Maintenance Done,Kildare
CASE-00872,WO-00872,ACC-004,Fingal Wind Farm,Maintenance Request,Low,Escalated,Niamh Walsh,2024-06-10 00:00:00,,,Breached,0.0,0.0,,South
CASE-00873,WO-00873,ACC-018,Meath Wind Farm,Meter Reading Issue,Medium,Closed,Sinéad Byrne,2025-03-26 00:00:00,2025-03-26 08:38:38,8.64,Within SLA,667.4,56.73,Panel Cleaned,Kildare
CASE-00874,WO-00874,ACC-008,Wicklow Solar Park,Safety Inspection,Low,In Progress,Declan Ryan,2025-03-01 00:00:00,,,Breached,0.0,0.0,,South
CASE-00875,WO-00875,ACC-005,Kildare Solar Park,Safety Inspection,Medium,Open,Sinéad Byrne,2025-05-10 00:00:00,,,Breached,359.45,30.55,,Meath
CASE-00876,WO-00876,ACC-009,Fingal Wind Farm,Safety Inspection,High,In Progress,Niamh Walsh,2025-04-20 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00877,WO-00877,ACC-005,Fingal Wind Farm,Safety Inspection,Medium,Escalated,Aoife Kelly,2024-07-27 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00878,WO-00878,ACC-003,Meath Wind Farm,Safety Inspection,Medium,Closed,Ciarán Murphy,2024-12-14 00:00:00,2024-12-14 13:20:20,13.34,Within SLA,0.0,0.0,Inverter Repaired,Kildare
CASE-00879,WO-00879,ACC-002,South Dublin Wind Site,Turbine Fault,Medium,Closed,Sinéad Byrne,2024-05-27 00:00:00,2024-05-27 10:46:00,10.77,Within SLA,0.0,0.0,Firmware Updated,Fingal
CASE-00880,WO-00880,ACC-006,South Dublin Wind Site,Inverter Failure,High,In Progress,Niamh Walsh,2024-11-16 00:00:00,,,Breached,796.67,67.72,,Wicklow
CASE-00881,WO-00881,ACC-010,Wicklow Solar Park,Safety Inspection,Critical,Closed,Sinéad Byrne,2024-11-22 00:00:00,2024-11-22 06:46:34,6.78,Breached,0.0,0.0,,Kildare
CASE-00882,WO-00882,ACC-020,South Dublin Wind Site,Maintenance Request,Low,Closed,Seán O'Brien,2024-12-19 00:00:00,2024-12-26 11:04:51,179.08,Breached,29.63,2.52,Scheduled Maintenance Done,Wicklow
CASE-00883,WO-00883,ACC-019,Wicklow Solar Park,Inverter Failure,Low,In Progress,Seán O'Brien,2025-02-12 00:00:00,,,Breached,44.84,3.81,,Kildare
CASE-00884,WO-00884,ACC-010,Wicklow Solar Park,Sensor Dropout,Medium,Closed,Seán O'Brien,2024-05-13 00:00:00,2024-05-14 18:56:27,42.94,Breached,0.0,0.0,Panel Cleaned,Wicklow
CASE-00885,WO-00885,ACC-015,Kildare Solar Park,Panel Soiling,High,Closed,Ciarán Murphy,2025-01-14 00:00:00,2025-01-14 06:26:48,6.45,Within SLA,0.0,0.0,Grid Reconnected,Wicklow
CASE-00886,WO-00886,ACC-004,Meath Wind Farm,Grid Curtailment Complaint,Medium,Escalated,Sinéad Byrne,2025-06-11 00:00:00,,,Breached,630.22,53.57,,Kildare
CASE-00887,WO-00887,ACC-015,Wicklow Solar Park,Safety Inspection,Medium,Open,Aoife Kelly,2024-04-18 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00888,WO-00888,ACC-010,Kildare Solar Park,Inverter Failure,Medium,Open,Niamh Walsh,2024-11-22 00:00:00,,,Breached,34.25,2.91,,Kildare
CASE-00889,WO-00889,ACC-013,Wicklow Solar Park,Turbine Fault,Low,Closed,Declan Ryan,2024-09-04 00:00:00,2024-09-06 23:36:42,71.61,Within SLA,0.0,0.0,Scheduled Maintenance Done,Kildare
CASE-00890,WO-00890,ACC-009,South Dublin Wind Site,Grid Curtailment Complaint,Low,Open,Ciarán Murphy,2025-04-22 00:00:00,,,Breached,0.0,0.0,,South
CASE-00891,WO-00891,ACC-017,Wicklow Solar Park,Inverter Failure,Low,Closed,Aoife Kelly,2024-05-05 00:00:00,2024-05-12 04:56:33,172.94,Breached,0.0,0.0,Sensor Replaced,Wicklow
CASE-00892,WO-00892,ACC-018,Fingal Wind Farm,Grid Curtailment Complaint,High,Open,Aoife Kelly,2024-09-30 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00893,WO-00893,ACC-016,Meath Wind Farm,Maintenance Request,Low,In Progress,Aoife Kelly,2025-04-05 00:00:00,,,Breached,94.55,8.04,,Meath
CASE-00894,WO-00894,ACC-015,Fingal Wind Farm,Panel Soiling,Medium,In Progress,Declan Ryan,2024-09-10 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00895,WO-00895,ACC-003,South Dublin Wind Site,Turbine Fault,Medium,Closed,Niamh Walsh,2024-05-24 00:00:00,2024-05-25 10:28:17,34.47,Breached,0.0,0.0,Grid Reconnected,Meath
CASE-00896,WO-00896,ACC-020,South Dublin Wind Site,Maintenance Request,Medium,Closed,Aoife Kelly,2024-04-09 00:00:00,2024-04-09 07:42:48,7.71,Within SLA,0.0,0.0,Scheduled Maintenance Done,South
CASE-00897,WO-00897,ACC-002,South Dublin Wind Site,Maintenance Request,Low,In Progress,Aoife Kelly,2024-02-21 00:00:00,,,Breached,645.68,54.88,,Wicklow
CASE-00898,WO-00898,ACC-014,Kildare Solar Park,Maintenance Request,Low,Closed,Sinéad Byrne,2024-10-24 00:00:00,2024-10-30 09:25:00,153.42,Breached,533.85,45.38,Panel Cleaned,Meath
CASE-00899,WO-00899,ACC-011,South Dublin Wind Site,Safety Inspection,Low,Open,Niamh Walsh,2025-01-28 00:00:00,,,Breached,0.0,0.0,,Fingal
CASE-00900,WO-00900,ACC-020,South Dublin Wind Site,Safety Inspection,Critical,Closed,Declan Ryan,2025-03-04 00:00:00,2025-03-04 03:23:04,3.38,Within SLA,0.0,0.0,,Kildare
CASE-00901,WO-00901,ACC-009,Wicklow Solar Park,Inverter Failure,Critical,Open,Ciarán Murphy,2024-09-11 00:00:00,,,Breached,366.7,31.17,,South
CASE-00902,WO-00902,ACC-001,Wicklow Solar Park,Turbine Fault,High,Closed,Seán O'Brien,2024-06-12 00:00:00,2024-06-12 04:02:13,4.04,Within SLA,542.46,46.11,Firmware Updated,Kildare
CASE-00903,WO-00903,ACC-003,South Dublin Wind Site,Sensor Dropout,Critical,Closed,Niamh Walsh,2024-12-01 00:00:00,2024-12-01 07:07:42,7.13,Breached,0.0,0.0,Pending Investigation,Wicklow
CASE-00904,WO-00904,ACC-008,South Dublin Wind Site,Meter Reading Issue,Critical,Closed,Seán O'Brien,2024-11-16 00:00:00,2024-11-16 08:25:31,8.43,Breached,699.4,59.45,Pending Investigation,Meath
CASE-00905,WO-00905,ACC-019,Fingal Wind Farm,Turbine Fault,Low,Closed,Seán O'Brien,2024-07-13 00:00:00,2024-07-14 09:38:34,33.64,Within SLA,119.16,10.13,Meter Recalibrated,Fingal
CASE-00906,WO-00906,ACC-019,Wicklow Solar Park,Grid Curtailment Complaint,Medium,Closed,Niamh Walsh,2024-06-12 00:00:00,2024-06-14 08:22:39,56.38,Breached,0.0,0.0,Scheduled Maintenance Done,South
CASE-00907,WO-00907,ACC-001,Fingal Wind Farm,Maintenance Request,Medium,In Progress,Aoife Kelly,2025-05-25 00:00:00,,,Breached,0.0,0.0,,Fingal
CASE-00908,WO-00908,ACC-009,Meath Wind Farm,Meter Reading Issue,Medium,Closed,Seán O'Brien,2025-06-11 00:00:00,2025-06-12 08:21:43,32.36,Breached,463.48,39.4,Scheduled Maintenance Done,Fingal
CASE-00909,WO-00909,ACC-019,Meath Wind Farm,Grid Curtailment Complaint,Medium,Closed,Ciarán Murphy,2025-04-23 00:00:00,2025-04-24 01:52:00,25.87,Breached,0.0,0.0,Panel Cleaned,Fingal
CASE-00910,WO-00910,ACC-002,Kildare Solar Park,Sensor Dropout,Medium,In Progress,Sinéad Byrne,2025-05-25 00:00:00,,,Breached,0.0,0.0,,South
CASE-00911,WO-00911,ACC-006,Fingal Wind Farm,Sensor Dropout,Critical,Closed,Aoife Kelly,2024-11-11 00:00:00,2024-11-11 09:04:11,9.07,Breached,0.0,0.0,Sensor Replaced,Meath
CASE-00912,WO-00912,ACC-016,Kildare Solar Park,Panel Soiling,Medium,Closed,Seán O'Brien,2025-05-24 00:00:00,2025-05-24 21:24:25,21.41,Within SLA,739.85,62.89,Meter Recalibrated,Wicklow
CASE-00913,WO-00913,ACC-017,South Dublin Wind Site,Panel Soiling,Medium,In Progress,Ciarán Murphy,2024-01-24 00:00:00,,,Breached,0.0,0.0,,South
CASE-00914,WO-00914,ACC-015,Fingal Wind Farm,Meter Reading Issue,High,Closed,Seán O'Brien,2024-04-02 00:00:00,2024-04-02 19:04:09,19.07,Breached,0.0,0.0,Scheduled Maintenance Done,South
CASE-00915,WO-00915,ACC-009,Wicklow Solar Park,Meter Reading Issue,High,Closed,Ciarán Murphy,2025-02-06 00:00:00,2025-02-06 14:25:21,14.42,Breached,0.0,0.0,Grid Reconnected,Wicklow
CASE-00916,WO-00916,ACC-006,Meath Wind Farm,Sensor Dropout,Medium,In Progress,Niamh Walsh,2025-06-01 00:00:00,,,Breached,29.5,2.51,,Kildare
CASE-00917,WO-00917,ACC-019,South Dublin Wind Site,Panel Soiling,High,Closed,Ciarán Murphy,2025-04-13 00:00:00,2025-04-13 18:24:53,18.41,Breached,113.27,9.63,Inverter Repaired,South
CASE-00918,WO-00918,ACC-014,Meath Wind Farm,Sensor Dropout,Low,Open,Ciarán Murphy,2024-09-03 00:00:00,,,Breached,0.0,0.0,,Fingal
CASE-00919,WO-00919,ACC-016,Wicklow Solar Park,Safety Inspection,Medium,In Progress,Seán O'Brien,2024-08-08 00:00:00,,,Breached,523.07,44.46,,South
CASE-00920,WO-00920,ACC-003,Fingal Wind Farm,Grid Curtailment Complaint,Medium,Closed,Ciarán Murphy,2024-12-27 00:00:00,2024-12-28 09:32:49,33.55,Breached,376.98,32.04,Firmware Updated,Wicklow
CASE-00921,WO-00921,ACC-016,Wicklow Solar Park,Turbine Fault,Medium,Closed,Niamh Walsh,2024-02-19 00:00:00,2024-02-19 17:44:32,17.74,Within SLA,734.42,62.43,Firmware Updated,Meath
CASE-00922,WO-00922,ACC-012,Fingal Wind Farm,Inverter Failure,Low,Closed,Aoife Kelly,2024-02-21 00:00:00,2024-02-26 18:05:31,138.09,Breached,36.64,3.11,Firmware Updated,Fingal
CASE-00923,WO-00923,ACC-014,South Dublin Wind Site,Inverter Failure,Medium,Closed,Seán O'Brien,2024-10-15 00:00:00,2024-10-17 05:16:50,53.28,Breached,0.0,0.0,Meter Recalibrated,Wicklow
CASE-00924,WO-00924,ACC-011,Wicklow Solar Park,Maintenance Request,Critical,Closed,Aoife Kelly,2025-05-21 00:00:00,2025-05-21 03:01:10,3.02,Within SLA,0.0,0.0,Meter Recalibrated,Fingal
CASE-00925,WO-00925,ACC-011,Kildare Solar Park,Sensor Dropout,Medium,Closed,Seán O'Brien,2025-04-26 00:00:00,2025-04-26 17:54:21,17.91,Within SLA,561.04,47.69,Sensor Replaced,South
CASE-00926,WO-00926,ACC-004,Meath Wind Farm,Panel Soiling,Medium,Closed,Aoife Kelly,2024-10-19 00:00:00,2024-10-19 20:23:02,20.38,Within SLA,0.0,0.0,Grid Reconnected,Fingal
CASE-00927,WO-00927,ACC-006,Fingal Wind Farm,Safety Inspection,Low,Closed,Declan Ryan,2024-01-09 00:00:00,2024-01-13 23:35:08,119.59,Breached,0.0,0.0,Inverter Repaired,Wicklow
CASE-00928,WO-00928,ACC-011,South Dublin Wind Site,Grid Curtailment Complaint,Critical,Escalated,Ciarán Murphy,2024-04-20 00:00:00,,,Breached,104.43,8.88,,Wicklow
CASE-00929,WO-00929,ACC-014,Wicklow Solar Park,Safety Inspection,Critical,Closed,Seán O'Brien,2025-03-17 00:00:00,2025-03-17 02:34:21,2.57,Within SLA,137.8,11.71,Panel Cleaned,South
CASE-00930,WO-00930,ACC-016,South Dublin Wind Site,Panel Soiling,Medium,Closed,Sinéad Byrne,2024-05-17 00:00:00,2024-05-17 12:49:59,12.83,Within SLA,39.97,3.4,,South
CASE-00931,WO-00931,ACC-010,Kildare Solar Park,Grid Curtailment Complaint,Medium,Closed,Ciarán Murphy,2024-09-27 00:00:00,2024-09-29 07:47:09,55.79,Breached,0.0,0.0,Firmware Updated,Kildare
CASE-00932,WO-00932,ACC-013,Wicklow Solar Park,Inverter Failure,Medium,In Progress,Seán O'Brien,2025-01-09 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00933,WO-00933,ACC-018,Meath Wind Farm,Turbine Fault,High,Open,Seán O'Brien,2025-02-16 00:00:00,,,Breached,245.87,20.9,,Kildare
CASE-00934,WO-00934,ACC-002,Meath Wind Farm,Sensor Dropout,Medium,Closed,Seán O'Brien,2025-01-09 00:00:00,2025-01-10 18:52:58,42.88,Breached,0.0,0.0,Firmware Updated,South
CASE-00935,WO-00935,ACC-015,Fingal Wind Farm,Panel Soiling,Medium,Open,Sinéad Byrne,2024-02-16 00:00:00,,,Breached,0.0,0.0,,Meath
CASE-00936,WO-00936,ACC-003,Kildare Solar Park,Grid Curtailment Complaint,High,Open,Aoife Kelly,2025-02-14 00:00:00,,,Breached,634.96,53.97,,Fingal
CASE-00937,WO-00937,ACC-011,Kildare Solar Park,Sensor Dropout,Medium,Escalated,Aoife Kelly,2024-02-22 00:00:00,,,Breached,364.95,31.02,,Kildare
CASE-00938,WO-00938,ACC-009,Wicklow Solar Park,Grid Curtailment Complaint,Medium,In Progress,Ciarán Murphy,2024-07-18 00:00:00,,,Breached,0.0,0.0,,Meath
CASE-00939,WO-00939,ACC-011,South Dublin Wind Site,Sensor Dropout,High,In Progress,Seán O'Brien,2025-01-06 00:00:00,,,Breached,136.55,11.61,,Kildare
CASE-00940,WO-00940,ACC-004,Kildare Solar Park,Sensor Dropout,Low,Closed,Declan Ryan,2024-10-22 00:00:00,2024-10-27 06:41:10,126.69,Breached,472.83,40.19,Grid Reconnected,Kildare
CASE-00941,WO-00941,ACC-013,Wicklow Solar Park,Sensor Dropout,Medium,Open,Sinéad Byrne,2024-03-16 00:00:00,,,Breached,654.24,55.61,,Fingal
CASE-00942,WO-00942,ACC-017,Meath Wind Farm,Maintenance Request,Low,Closed,Ciarán Murphy,2025-01-30 00:00:00,2025-02-03 22:49:48,118.83,Breached,0.0,0.0,Sensor Replaced,South
CASE-00943,WO-00943,ACC-001,Fingal Wind Farm,Panel Soiling,Medium,In Progress,Aoife Kelly,2025-05-31 00:00:00,,,Breached,0.0,0.0,,South
CASE-00944,WO-00944,ACC-018,Fingal Wind Farm,Sensor Dropout,High,In Progress,Seán O'Brien,2025-04-06 00:00:00,,,Breached,85.06,7.23,,Fingal
CASE-00945,WO-00945,ACC-015,Kildare Solar Park,Inverter Failure,High,Closed,Niamh Walsh,2024-10-13 00:00:00,2024-10-13 15:51:02,15.85,Breached,0.0,0.0,Inverter Repaired,Meath
CASE-00946,WO-00946,ACC-014,Wicklow Solar Park,Inverter Failure,Low,Open,Aoife Kelly,2024-05-01 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00947,WO-00947,ACC-002,Wicklow Solar Park,Meter Reading Issue,High,Open,Seán O'Brien,2024-05-11 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00948,WO-00948,ACC-007,Wicklow Solar Park,Panel Soiling,Low,In Progress,Niamh Walsh,2024-04-09 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00949,WO-00949,ACC-017,Wicklow Solar Park,Turbine Fault,Low,Open,Declan Ryan,2025-02-07 00:00:00,,,Breached,397.71,33.81,,South
CASE-00950,WO-00950,ACC-012,Wicklow Solar Park,Maintenance Request,Critical,Closed,Declan Ryan,2025-01-17 00:00:00,2025-01-17 05:57:53,5.96,Breached,0.0,0.0,Grid Reconnected,South
CASE-00951,WO-00951,ACC-020,Kildare Solar Park,Grid Curtailment Complaint,Low,Closed,Aoife Kelly,2024-12-13 00:00:00,2024-12-14 04:17:40,28.29,Within SLA,0.0,0.0,,Kildare
CASE-00952,WO-00952,ACC-016,Fingal Wind Farm,Meter Reading Issue,High,Closed,Declan Ryan,2025-01-09 00:00:00,2025-01-09 10:53:18,10.89,Breached,0.0,0.0,Grid Reconnected,Meath
CASE-00953,WO-00953,ACC-015,Fingal Wind Farm,Maintenance Request,Critical,Escalated,Sinéad Byrne,2024-05-27 00:00:00,,,Breached,639.34,54.34,,Meath
CASE-00954,WO-00954,ACC-002,Kildare Solar Park,Safety Inspection,Medium,Closed,Niamh Walsh,2024-07-22 00:00:00,2024-07-23 15:58:16,39.97,Breached,0.0,0.0,Sensor Replaced,Fingal
CASE-00955,WO-00955,ACC-007,Kildare Solar Park,Turbine Fault,Medium,In Progress,Sinéad Byrne,2025-06-05 00:00:00,,,Breached,0.0,0.0,,Fingal
CASE-00956,WO-00956,ACC-009,South Dublin Wind Site,Turbine Fault,Critical,Closed,Sinéad Byrne,2025-02-15 00:00:00,2025-02-15 05:31:57,5.53,Breached,0.0,0.0,Grid Reconnected,Wicklow
CASE-00957,WO-00957,ACC-018,South Dublin Wind Site,Turbine Fault,Medium,In Progress,Seán O'Brien,2025-05-27 00:00:00,,,Breached,0.0,0.0,,South
CASE-00958,WO-00958,ACC-005,South Dublin Wind Site,Inverter Failure,Medium,In Progress,Ciarán Murphy,2024-02-11 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00959,WO-00959,ACC-010,South Dublin Wind Site,Inverter Failure,Medium,Open,Ciarán Murphy,2024-02-16 00:00:00,,,Breached,0.0,0.0,,Meath
CASE-00960,WO-00960,ACC-015,Meath Wind Farm,Panel Soiling,Medium,Open,Ciarán Murphy,2024-02-09 00:00:00,,,Breached,0.0,0.0,,South
CASE-00961,WO-00961,ACC-016,Wicklow Solar Park,Panel Soiling,Medium,Escalated,Ciarán Murphy,2024-05-20 00:00:00,,,Breached,176.46,15.0,,Meath
CASE-00962,WO-00962,ACC-004,Fingal Wind Farm,Maintenance Request,High,In Progress,Niamh Walsh,2024-12-07 00:00:00,,,Breached,643.56,54.7,,Meath
CASE-00963,WO-00963,ACC-001,Kildare Solar Park,Meter Reading Issue,High,Escalated,Declan Ryan,2025-04-30 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00964,WO-00964,ACC-020,Wicklow Solar Park,Panel Soiling,Medium,Open,Aoife Kelly,2025-06-15 00:00:00,,,Breached,340.97,28.98,,Wicklow
CASE-00965,WO-00965,ACC-008,Kildare Solar Park,Meter Reading Issue,Medium,In Progress,Declan Ryan,2025-04-12 00:00:00,,,Breached,0.0,0.0,,Meath
CASE-00966,WO-00966,ACC-006,Kildare Solar Park,Safety Inspection,High,In Progress,Seán O'Brien,2024-06-01 00:00:00,,,Breached,0.0,0.0,,Fingal
CASE-00967,WO-00967,ACC-010,Kildare Solar Park,Safety Inspection,Medium,In Progress,Sinéad Byrne,2025-06-11 00:00:00,,,Breached,0.0,0.0,,Fingal
CASE-00968,WO-00968,ACC-018,South Dublin Wind Site,Maintenance Request,Critical,In Progress,Declan Ryan,2024-05-23 00:00:00,,,Breached,0.0,0.0,,Meath
CASE-00969,WO-00969,ACC-001,Meath Wind Farm,Meter Reading Issue,Low,In Progress,Seán O'Brien,2024-12-01 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00970,WO-00970,ACC-018,Meath Wind Farm,Safety Inspection,High,Closed,Aoife Kelly,2024-11-22 00:00:00,2024-11-22 19:44:32,19.74,Breached,0.0,0.0,Inverter Repaired,Fingal
CASE-00971,WO-00971,ACC-014,Kildare Solar Park,Turbine Fault,Medium,Escalated,Seán O'Brien,2024-06-15 00:00:00,,,Breached,0.0,0.0,,Fingal
CASE-00972,WO-00972,ACC-003,Meath Wind Farm,Panel Soiling,Medium,Closed,Declan Ryan,2025-02-06 00:00:00,2025-02-08 06:33:41,54.56,Breached,649.22,55.18,Firmware Updated,Wicklow
CASE-00973,WO-00973,ACC-008,South Dublin Wind Site,Maintenance Request,High,Closed,Aoife Kelly,2024-11-02 00:00:00,2024-11-02 17:41:25,17.69,Breached,0.0,0.0,Sensor Replaced,Kildare
CASE-00974,WO-00974,ACC-004,South Dublin Wind Site,Maintenance Request,Low,Closed,Ciarán Murphy,2024-12-10 00:00:00,2024-12-14 03:20:36,99.34,Breached,0.0,0.0,Pending Investigation,Fingal
CASE-00975,WO-00975,ACC-015,Fingal Wind Farm,Sensor Dropout,Low,Open,Niamh Walsh,2025-06-03 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00976,WO-00976,ACC-004,Kildare Solar Park,Sensor Dropout,Medium,Closed,Aoife Kelly,2025-06-05 00:00:00,2025-06-07 11:10:33,59.18,Breached,785.75,66.79,Sensor Replaced,Wicklow
CASE-00977,WO-00977,ACC-005,Meath Wind Farm,Grid Curtailment Complaint,Low,In Progress,Declan Ryan,2025-06-29 00:00:00,,,Within SLA,0.0,0.0,,Kildare
CASE-00978,WO-00978,ACC-016,Fingal Wind Farm,Meter Reading Issue,Medium,Closed,Sinéad Byrne,2025-05-16 00:00:00,2025-05-18 07:33:54,55.57,Breached,542.72,46.13,Sensor Replaced,Kildare
CASE-00979,WO-00979,ACC-010,Fingal Wind Farm,Sensor Dropout,Medium,Closed,Sinéad Byrne,2024-11-02 00:00:00,2024-11-02 21:59:53,22.0,Within SLA,259.39,22.05,Meter Recalibrated,South
CASE-00980,WO-00980,ACC-017,Fingal Wind Farm,Grid Curtailment Complaint,High,Closed,Aoife Kelly,2025-05-01 00:00:00,2025-05-01 06:18:31,6.31,Within SLA,780.68,66.36,Firmware Updated,South
CASE-00981,WO-00981,ACC-009,Fingal Wind Farm,Maintenance Request,Medium,Closed,Declan Ryan,2024-01-18 00:00:00,2024-01-19 13:38:52,37.65,Breached,0.0,0.0,Inverter Repaired,Kildare
CASE-00982,WO-00982,ACC-014,South Dublin Wind Site,Inverter Failure,Medium,Closed,Aoife Kelly,2025-01-12 00:00:00,2025-01-12 10:03:32,10.06,Within SLA,0.0,0.0,Sensor Replaced,Wicklow
CASE-00983,WO-00983,ACC-016,South Dublin Wind Site,Sensor Dropout,High,In Progress,Declan Ryan,2024-12-05 00:00:00,,,Breached,0.0,0.0,,Fingal
CASE-00984,WO-00984,ACC-016,Wicklow Solar Park,Inverter Failure,Critical,Closed,Declan Ryan,2024-04-22 00:00:00,2024-04-22 08:14:00,8.23,Breached,0.0,0.0,Meter Recalibrated,South
